"author","distilbert_author","count"
"Isidoro, Santo, Arzobispo de Sevilla, 560-636.","{'authorized_name': 'isidore, of seville, saint', 'author_id': 'A5183'}","13"
"Jacques de Vitry, 1170?-1240.","{'authorized_name': 'jacques, de vitry, 1170-1240', 'author_id': 'A4369'}","1"
"Jan Van Ruusbroec, 1293?-1381.","{'authorized_name': 'ruusbroec, jan van 1293-1381', 'author_id': 'A4218'}","2"
"Jan, Ludwig von.","{'authorized_name': 'jan, ludwig von 1807-1869', 'author_id': 'A3483'}","2"
"Janus, Secundus, 1511-1536","{'authorized_name': 'janus, secundus', 'author_id': 'A4717'}","1"
"Janus, Secundus, 1511-1536.","{'authorized_name': 'janus, secundus', 'author_id': 'A4717'}","5"
"Jerome, Saint, -419 or 420","{'authorized_name': 'jerome, saint, 419 or 420', 'author_id': 'A5096'}","6"
"Jerome, Saint, -419 or 420.","{'authorized_name': 'jerome, saint, 419 or 420', 'author_id': 'A5096'}","3"
"Jerome, Saint, d. 419 or 20.","{'authorized_name': 'jerome, saint, 419 or 420', 'author_id': 'A5096'}","4"
"Jiménez de Rada, Rodrigo, ca. 1170-1247.","{'authorized_name': 'jiménez de rada, rodrigo, approximately 1170-1247', 'author_id': 'A4450'}","1"
"Joachim, of Fiore, approximately 1132-1202.","{'authorized_name': 'joachim, of fiore, approximately 1132-1202', 'author_id': 'A4727'}","1"
"Joannes, Secundus, 1511-1536","{'authorized_name': 'janus, secundus', 'author_id': 'A4717'}","2"
"John of Salisbury, Obispo de Chartres.","{'authorized_name': 'john, of salisbury, bishop of chartres', 'author_id': 'A5185'}","2"
"John, of Salisbury, Bishop of Chartres, -1180.","{'authorized_name': 'john, of salisbury, bishop of chartres', 'author_id': 'A5185'}","16"
"John, of Salisbury, Bishop of Chartres, d. 1180.","{'authorized_name': 'john, of salisbury, bishop of chartres', 'author_id': 'A5185'}","10"
"Juan de Segovia, 1393-1458.","{'authorized_name': 'segovia, juan de, 1393-1458', 'author_id': 'A4345'}","1"
"Justinus, Marcus Junianus","{'authorized_name': 'justinus, marcus junianus', 'author_id': 'A5179'}","1"
"Justinus, Marcus Junianus.","{'authorized_name': 'justinus, marcus junianus', 'author_id': 'A5179'}","18"
"Juvenal","{'authorized_name': 'juvenal', 'author_id': 'A5304'}","29"
"Juvenal.","{'authorized_name': 'juvenal', 'author_id': 'A5304'}","37"
"Juvenco, Cayo Vecio Aquilino, s. 4.","{'authorized_name': 'juvencus, caius vettius aquilinus', 'author_id': 'A5223'}","1"
"Juvenco, Cayo Vecio Aquilino, s.4.","{'authorized_name': 'juvencus, caius vettius aquilinus', 'author_id': 'A5223'}","2"
"Juvencus, Caius Vettius Aquilinus.","{'authorized_name': 'juvencus, caius vettius aquilinus', 'author_id': 'A5223'}","6"
"Keil, Heinrich, 1822-1894","{'authorized_name': 'keil, heinrich, 1822-1894', 'author_id': 'A3509'}","3"
"Keil, Heinrich, 1822-1894.","{'authorized_name': 'keil, heinrich, 1822-1894', 'author_id': 'A3509'}","2"
"Keil, Henricus, 1822-1894.","{'authorized_name': 'keil, heinrich, 1822-1894', 'author_id': 'A3509'}","1"
"Kepler, Johannes, 1571-1630","{'authorized_name': 'kepler, johannes', 'author_id': 'A4709'}","1"
"Kepler, Johannes, 1571-1630.","{'authorized_name': 'kepler, johannes', 'author_id': 'A4709'}","57"
"Kircher, Athanasius, 1601-1680","{'authorized_name': 'kircher, athanasius, 1602-1680', 'author_id': 'A4106'}","3"
"Kircher, Athanasius, 1601-1680.","{'authorized_name': 'kircher, athanasius, 1602-1680', 'author_id': 'A4106'}","2"
"Kircher, Athanasius, 1602-1680","{'authorized_name': 'kircher, athanasius, 1602-1680', 'author_id': 'A4106'}","2"
"Kircher, Athanasius, 1602-1680.","{'authorized_name': 'kircher, athanasius, 1602-1680', 'author_id': 'A4106'}","7"
"Klotz, Reinhold, 1807-1870.","{'authorized_name': 'klotz, reinhold, 1807-1870', 'author_id': 'A3252'}","3"
"Knollinger, Hermann.","{'authorized_name': 'knoellinger, hermann, 1883-1914', 'author_id': 'A6234'}","1"
"Koechly, Hermann August Theodor.","{'authorized_name': 'köchly, hermann, 1815-1876', 'author_id': 'A3233'}","2"
"Köchly, Hermann August Theodor, 1815-1876.","{'authorized_name': 'köchly, hermann, 1815-1876', 'author_id': 'A3233'}","2"
"Krueger, Paul, 1840-1926.","{'authorized_name': 'krueger, paul, 1840-1926', 'author_id': 'A6236'}","1"
"Krumbiegel, Richard.","{'authorized_name': 'krumbiegel, richard, 1867-', 'author_id': 'A6239'}","1"
"Köchly, Hermann, 1815-1876.","{'authorized_name': 'köchly, hermann, 1815-1876', 'author_id': 'A3233'}","1"
"L'Hospital, Michel de, 1507-1573","{'authorized_name': ""l'hospital, michel de, 1507-1573"", 'author_id': 'A3940'}","1"
"La Rue, Charles de, 1643-1725.","{'authorized_name': 'la rue, charles de', 'author_id': 'A4751'}","5"
"Lachmann, Karl, 1793-1851","{'authorized_name': 'lachmann, karl, 1793-1851', 'author_id': 'A6090'}","4"
"Lachmann, Karl, 1793-1851.","{'authorized_name': 'lachmann, karl, 1793-1851', 'author_id': 'A6090'}","12"
"Laciantius, Lucius Caecilius Firmianus.","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","2"
"Laciantius, ca. 240-ca. 320.","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","1"
"Lactancio, Lucio Celio Firmiano, ca. 260-ca. 320","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","2"
"Lactancio, Lucio Celio Firmiano, ca. 260-ca. 320.","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","10"
"Lactantius, ca. 240-ca. 320","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","1"
"Lactantius, ca. 240-ca. 320.","{'authorized_name': 'lactantius', 'author_id': 'A5102'}","10"
"Lambert, von Hersfeld, -1088?","{'authorized_name': 'lambert, von hersfeld', 'author_id': 'A5082'}","1"
"Lambert, von Hersfeld, d. 1088?","{'authorized_name': 'lambert, von hersfeld', 'author_id': 'A5082'}","2"
"Lapide, Cornelius à (S.I.), 1567-1637.","{'authorized_name': 'lapide, cornelius cornelii a, 1567-1637', 'author_id': 'A3183'}","7"
"Larroumet, Gustave, 1852-1902.","{'authorized_name': 'larroumet, gustave', 'author_id': 'A3227'}","2"
"Leibniz, Gottfried Wilhelm, 1646-1716","{'authorized_name': 'leibniz, gottfried wilhelm, freiherr von, 1646-1716', 'author_id': 'A3687'}","7"
"Leibniz, Gottfried Wilhelm, Freiherr von, 1646-1716","{'authorized_name': 'leibniz, gottfried wilhelm, freiherr von, 1646-1716', 'author_id': 'A3687'}","5"
"Leibniz, Gottfried Wilhelm, Freiherr von, 1646-1716.","{'authorized_name': 'leibniz, gottfried wilhelm, freiherr von, 1646-1716', 'author_id': 'A3687'}","4"
"Lessing, Gotthold Ephraim, 1729-1781","{'authorized_name': 'lessing, gotthold ephraim, 1729-1781', 'author_id': 'A3929'}","1"
"León I, Papa, Santo, m. 461.","{'authorized_name': 'leo i, pope', 'author_id': 'A5067'}","2"
"Linacre, Thomas, 1460-1524","{'authorized_name': 'linacre, thomas, 1460-1524', 'author_id': 'A3290'}","1"
"Linacre, Thomas, 1460-1524.","{'authorized_name': 'linacre, thomas, 1460-1524', 'author_id': 'A3290'}","1"
"Linné, Carl von, 1707-1778","{'authorized_name': 'linné, carl von, 1707-1778', 'author_id': 'A5601'}","4"
"Linné, Carl von, 1707-1778.","{'authorized_name': 'linné, carl von, 1707-1778', 'author_id': 'A5601'}","10"
"Lipsio, Justo, 1547-1606.","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","1"
"Lipsius, Justus, 1547-1606","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","21"
"Lipsius, Justus, 1547-1606.","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","68"
"Liudprand, Bishop of Cremona, d. ca. 972.","{'authorized_name': 'liudprand, bishop of cremona', 'author_id': 'A5068'}","1"
"Livio, Tito.","{'authorized_name': 'livy', 'author_id': 'A4979'}","1"
"Livius Patavinus, Titus","{'authorized_name': 'livy', 'author_id': 'A4979'}","3"
"Livius Patavinus, Titus.","{'authorized_name': 'livy', 'author_id': 'A4979'}","1"
"Livius, Titus Patavinus.","{'authorized_name': 'livy', 'author_id': 'A4979'}","23"
"Livy","{'authorized_name': 'livy', 'author_id': 'A4979'}","297"
"Livy.","{'authorized_name': 'livy', 'author_id': 'A4979'}","679"
"Llull, Ramon, 1232?-1316","{'authorized_name': 'llull, ramon, 1232?-1316', 'author_id': 'A4362'}","1"
"Llull, Ramon, 1232?-1316.","{'authorized_name': 'llull, ramon, 1232?-1316', 'author_id': 'A4362'}","1"
"Lommatzsch, Ernst, 1871-","{'authorized_name': 'lommatzsch, ernst, 1871-1949', 'author_id': 'A3476'}","1"
"Longolius, Christophorus, 1488-1522.","{'authorized_name': 'longolius, christophorus, 1488-1522', 'author_id': 'A3945'}","2"
"Lotichius, Petrus, 1528-1560.","{'authorized_name': 'lotichius, petrus', 'author_id': 'A4747'}","2"
"Lubin, Eilhard, 1565-1621.","{'authorized_name': 'lubin, eilhard, 1565-1621', 'author_id': 'A3920'}","1"
"Lucan, 39-65","{'authorized_name': 'lucan', 'author_id': 'A5075'}","8"
"Lucan, 39-65.","{'authorized_name': 'lucan', 'author_id': 'A5075'}","29"
"Lucano, Marco Anneo, 39-65","{'authorized_name': 'lucan', 'author_id': 'A5075'}","1"
"Lucano, Marco Anneo, 39-65.","{'authorized_name': 'lucan', 'author_id': 'A5075'}","1"
"Lucas de Tuy, m. 1249","{'authorized_name': 'lucas, bishop of túy, -approximately 1249', 'author_id': 'A4371'}","3"
"Lucilius, Gaius, approximately 180 B.C.-approximately 102 B.C.","{'authorized_name': 'lucilius, gaius, approximately 180 b.c.-approximately 102 b.c.', 'author_id': 'A4618'}","1"
"Lucilius, Gaius, ca. 180-ca. 102 B.C.","{'authorized_name': 'lucilius, gaius, approximately 180 b.c.-approximately 102 b.c.', 'author_id': 'A4618'}","1"
"Lucilius.","{'authorized_name': 'lucilius, gaius, approximately 180 b.c.-approximately 102 b.c.', 'author_id': 'A4618'}","1"
"Lucretius Carus, Titus","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","74"
"Lucretius Carus, Titus.","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","199"
"Luis de Granada (O. P.) 1504-1588","{'authorized_name': 'luís, de granada, 1504-1588', 'author_id': 'A3975'}","2"
"Luis de Granada (O.P.) 1504-1588","{'authorized_name': 'luís, de granada, 1504-1588', 'author_id': 'A3975'}","1"
"Luis de Granada, (O.P.), 1504-1588.","{'authorized_name': 'luís, de granada, 1504-1588', 'author_id': 'A3975'}","2"
"Luis, de Granada, 1504-1588.","{'authorized_name': 'luís, de granada, 1504-1588', 'author_id': 'A3975'}","1"
"Lupus, of Ferrières, approximately 805-approximately 862.","{'authorized_name': 'lupus, of ferrières', 'author_id': 'A5074'}","1"
"Luther, Martin, 1483-1546.","{'authorized_name': 'luther, martin', 'author_id': 'A4756'}","79"
"Macer, Floridus.","{'authorized_name': 'odo magdunensis', 'author_id': 'A5031'}","2"
"Macrobio, Ambrosio Aurelio Teodosio","{'authorized_name': 'macrobius, ambrosius aurelius theodosius', 'author_id': 'A5055'}","1"
"Macrobio, Ambrosio Aurelio Teodosio.","{'authorized_name': 'macrobius, ambrosius aurelius theodosius', 'author_id': 'A5055'}","3"
"Macrobius, Ambrosius Aurelius Theodosius","{'authorized_name': 'macrobius, ambrosius aurelius theodosius', 'author_id': 'A5055'}","3"
"Macrobius, Ambrosius Aurelius Theodosius,","{'authorized_name': 'macrobius, ambrosius aurelius theodosius', 'author_id': 'A5055'}","1"
"Macrobius, Ambrosius Aurelius Theodosius.","{'authorized_name': 'macrobius, ambrosius aurelius theodosius', 'author_id': 'A5055'}","5"
"Madvig, J. N. 1804-1886","{'authorized_name': 'madvig, j. n. (johan nikolai), 1804-1886', 'author_id': 'A3149'}","2"
"Madvig, J. N. 1804-1886.","{'authorized_name': 'madvig, j. n. (johan nikolai), 1804-1886', 'author_id': 'A3149'}","1"
"Maffei, Giovanni Pietro 1533-1603.","{'authorized_name': 'maffei, giovanni pietro, 1536?-1603', 'author_id': 'A3869'}","3"
"Maffei, Giovanni Pietro, 1533-1603.","{'authorized_name': 'maffei, giovanni pietro, 1536?-1603', 'author_id': 'A3869'}","1"
"Maffei, Giovanni Pietro, 1536?-1603.","{'authorized_name': 'maffei, giovanni pietro, 1536?-1603', 'author_id': 'A3869'}","3"
"Maittaire, Michael, 1667-1747,","{'authorized_name': 'maittaire, michael, 1667-1747', 'author_id': 'A6042'}","2"
"Maittaire, Michael, 1667-1747.","{'authorized_name': 'maittaire, michael, 1667-1747', 'author_id': 'A6042'}","11"
"Maittaire, Michel, 1668-1747.","{'authorized_name': 'maittaire, michael, 1667-1747', 'author_id': 'A6042'}","1"
"Major, John, 1469-1550.","{'authorized_name': 'major, john, 1469-1550', 'author_id': 'A3697'}","1"
"Maldonado, Juan de (S.I.), 1533-1583.","{'authorized_name': 'maldonado, juan de 1534-1583', 'author_id': 'A4153'}","1"
"Mallius Theodorus.","{'authorized_name': 'mallius theodorus, flavius', 'author_id': 'A4323'}","1"
"Mallius, Theodorus.","{'authorized_name': 'mallius theodorus, flavius', 'author_id': 'A4323'}","1"
"Manilio, Marco.","{'authorized_name': 'manilius, marcus', 'author_id': 'A5565'}","1"
"Manilius, Marcus","{'authorized_name': 'manilius, marcus', 'author_id': 'A5565'}","2"
"Manilius, Marcus.","{'authorized_name': 'manilius, marcus', 'author_id': 'A5565'}","18"
"Manuzio, Aldo, 1547-1597.","{'authorized_name': 'manuzio, aldo, 1547-1597', 'author_id': 'A4295'}","1"
"Manuzio, Aldo, ca.1442-1515","{'authorized_name': 'manuzio, aldo, 1449 or 1450-1515', 'author_id': 'A5474'}","1"
"Manuzio, Aldo, ca.1442-1515.","{'authorized_name': 'manuzio, aldo, 1449 or 1450-1515', 'author_id': 'A5474'}","1"
"Manuzio, Paolo, 1512-1574","{'authorized_name': 'manuzio, paolo, 1512-1574', 'author_id': 'A3427'}","7"
"Manuzio, Paolo, 1512-1574.","{'authorized_name': 'manuzio, paolo, 1512-1574', 'author_id': 'A3427'}","12"
"Marcellus, Empiricus","{'authorized_name': 'marcellus, empiricus', 'author_id': 'A5085'}","4"
"Marcellus, Empiricus.","{'authorized_name': 'marcellus, empiricus', 'author_id': 'A5085'}","3"
"Marcilius, Theodorus.","{'authorized_name': 'marcile, théodore, 1548-1617', 'author_id': 'A3875'}","1"
"Marineo Siculo, Lucio.","{'authorized_name': 'marineo, lucio', 'author_id': 'A3811'}","2"
"Marsilius de Inghen","{'authorized_name': 'marsilius, of inghen, -1396', 'author_id': 'A4300'}","5"
"Marsilius, of Inghen, -1396.","{'authorized_name': 'marsilius, of inghen, -1396', 'author_id': 'A4300'}","3"
"Martianus Capella.","{'authorized_name': 'martianus capella', 'author_id': 'A4501'}","1"
"Marzio, Galeotto, 1427-1497,","{'authorized_name': 'marzio, galeotto, 1427-1497', 'author_id': 'A2976'}","1"
"Masen, Jakob (S.I.), 1606-1681.","{'authorized_name': 'masen, jakob, 1606-1681', 'author_id': 'A3849'}","1"
"Masen, Jakob, 1606-1681.","{'authorized_name': 'masen, jakob, 1606-1681', 'author_id': 'A3849'}","1"
"Meineke, August, 1790-1870.","{'authorized_name': 'meineke, august, 1790-1870', 'author_id': 'A3492'}","2"
"Mela, Pomponio","{'authorized_name': 'mela, pomponius', 'author_id': 'A4607'}","8"
"Mela, Pomponio.","{'authorized_name': 'mela, pomponius', 'author_id': 'A4607'}","3"
"Mela, Pomponius","{'authorized_name': 'mela, pomponius', 'author_id': 'A4607'}","11"
"Mela, Pomponius.","{'authorized_name': 'mela, pomponius', 'author_id': 'A4607'}","42"
"Melanchthon, Philipp, 1497-1560.","{'authorized_name': 'melancthon, philipp', 'author_id': 'A4707'}","42"
"Merobaudes, Flavius, 5th cent.","{'authorized_name': 'merobaudes, flavius', 'author_id': 'A4965'}","3"
"Mersenne, Marin, 1588-1648,","{'authorized_name': 'mersenne, marin, 1588-1648', 'author_id': 'A4211'}","1"
"Mersenne, Marin, 1588-1648.","{'authorized_name': 'mersenne, marin, 1588-1648', 'author_id': 'A4211'}","2"
"Meurs, Johannes Van, 1579-1639.","{'authorized_name': 'meurs, johannes van, 1579-1639', 'author_id': 'A6019'}","1"
"Meurs, Johannes van, 1579-1639.","{'authorized_name': 'meurs, johannes van, 1579-1639', 'author_id': 'A6019'}","17"
"Meursius, Ioannes.","{'authorized_name': 'meurs, johannes van, 1579-1639', 'author_id': 'A6019'}","1"
"Milton, John, 1608-1674","{'authorized_name': 'milton, john', 'author_id': 'A4771'}","1"
"Milton, John, 1608-1674,","{'authorized_name': 'milton, john', 'author_id': 'A4771'}","3"
"Milton, John, 1608-1674.","{'authorized_name': 'milton, john', 'author_id': 'A4771'}","3"
"Minucio Felix, Marco","{'authorized_name': 'minucius felix, marcus', 'author_id': 'A5123'}","2"
"Minucius Felix, Marcus","{'authorized_name': 'minucius felix, marcus', 'author_id': 'A5123'}","1"
"Minucius Felix, Marcus.","{'authorized_name': 'minucius felix, marcus', 'author_id': 'A5123'}","3"
"Monachus, Antonius.","{'authorized_name': 'giovanni, di san vincenzo al volturno', 'author_id': 'A5152'}","1"
"More, Thomas, Sir, Saint, 1478-1535.","{'authorized_name': 'more, thomas, saint', 'author_id': 'A4725'}","1"
"Morhof, Daniel Georg, 1639-1691.","{'authorized_name': 'morhof, daniel georg, 1639-1691', 'author_id': 'A3861'}","1"
"Muret, Marc Antoine, 1526-1585","{'authorized_name': 'muret, marc-antoine, 1526-1585', 'author_id': 'A3873'}","4"
"Muret, Marc Antoine, 1526-1585.","{'authorized_name': 'muret, marc-antoine, 1526-1585', 'author_id': 'A3873'}","5"
"Muret, Marc Antoine.","{'authorized_name': 'muret, marc-antoine, 1526-1585', 'author_id': 'A3873'}","1"
"Muret, Marc-Antoine, 1526-1585","{'authorized_name': 'muret, marc-antoine, 1526-1585', 'author_id': 'A3873'}","5"
"Muret, Marc-Antoine, 1526-1585.","{'authorized_name': 'muret, marc-antoine, 1526-1585', 'author_id': 'A3873'}","11"
"Muris, Johannes de, ca. 1300-ca. 1350.","{'authorized_name': 'muris, johannes de, approximately 1300-approximately 1350', 'author_id': 'A3681'}","1"
"Müller, Lucian, 1836-1898.","{'authorized_name': 'müller, lucian, 1836-1898', 'author_id': 'A3448'}","5"
"Müller, C. F. W.","{'authorized_name': 'müller, karl otfried, 1797-1840', 'author_id': 'A6092'}","1"
"Müller, Lucian, 1836-1898.","{'authorized_name': 'müller, lucian, 1836-1898', 'author_id': 'A3448'}","1"
"Navagero, Andrea, 1483-1529","{'authorized_name': 'navagero, andrea', 'author_id': 'A4691'}","1"
"Navagero, Andrea, 1483-1529.","{'authorized_name': 'navagero, andrea', 'author_id': 'A4691'}","1"
"Navagero, Andres, 1483-1529.","{'authorized_name': 'navagero, andrea', 'author_id': 'A4691'}","1"
"Nebrija, Antonio de, 1444?-1522","{'authorized_name': 'nebrija, antonio de, 1444?-1522', 'author_id': 'A4327'}","2"
"Nebrija, Antonio de, 1444?-1522.","{'authorized_name': 'nebrija, antonio de, 1444?-1522', 'author_id': 'A4327'}","6"
"Nennius, active 796","{'authorized_name': 'nennius, active 796', 'author_id': 'A4500'}","1"
"Nepos, Cornelius","{'authorized_name': 'nepos, cornelius', 'author_id': 'A5005'}","3"
"Nepos, Cornelius.","{'authorized_name': 'nepos, cornelius', 'author_id': 'A5005'}","28"
"Newton, Isaac, 1642-1727.","{'authorized_name': 'newton, isaac', 'author_id': 'A4713'}","2"
"Newton, Isaac, Sir, 1642-1727","{'authorized_name': 'newton, isaac', 'author_id': 'A4713'}","2"
"Newton, Isaac, Sir, 1642-1727.","{'authorized_name': 'newton, isaac', 'author_id': 'A4713'}","5"
"Newton, Isaac. Sir, 1642-1727.","{'authorized_name': 'newton, isaac', 'author_id': 'A4713'}","3"
"Némethy, Geza.","{'authorized_name': 'némethy, géza, 1865-1937', 'author_id': 'A6142'}","1"
"Nicholas, of Cusa, Cardinal, 1401-1464.","{'authorized_name': 'nicholas, of cusa, cardinal, 1401-1464', 'author_id': 'A5712'}","1"
"Nicolas de Lyre.","{'authorized_name': 'nicholas, of lyra, approximately 1270-1349', 'author_id': 'A4363'}","4"
"Nicolás de Cusa, 1401-1464.","{'authorized_name': 'nicholas, of cusa, cardinal, 1401-1464', 'author_id': 'A5712'}","4"
"Nider, Johann (O.P.), 1380-1438","{'authorized_name': 'nider, johannes, approximately 1380-1438', 'author_id': 'A4276'}","1"
"Nider, Johann (O.P.), 1380-1438.","{'authorized_name': 'nider, johannes, approximately 1380-1438', 'author_id': 'A4276'}","1"
"Nifo, Agostino, approximately 1473-1545?","{'authorized_name': 'nifo, agostino, approximately 1473-1545?', 'author_id': 'A3881'}","2"
"Nifo, Agostino, approximately 1473-1545?.","{'authorized_name': 'nifo, agostino, approximately 1473-1545?', 'author_id': 'A3881'}","1"
"Nithard, -844?","{'authorized_name': 'nithard, -844?', 'author_id': 'A5028'}","6"
"Nithard, -844?.","{'authorized_name': 'nithard, -844?', 'author_id': 'A5028'}","1"
"Nithard, d. 844?","{'authorized_name': 'nithard, -844?', 'author_id': 'A5028'}","1"
"Nodell, Jan Adam, -1814.","{'authorized_name': 'nodell, jan adam, ?-1814', 'author_id': 'A6149'}","1"
"Nogarola, Isotta, 1418-1466.","{'authorized_name': 'nogarola, isotta, 1418-1466', 'author_id': 'A2953'}","5"
"Novati, Francesco, 1859-1915","{'authorized_name': 'novati, francesco, 1859-1915', 'author_id': 'A5661'}","1"
"Novati, Francesco, 1859-1915.","{'authorized_name': 'novati, francesco, 1859-1915', 'author_id': 'A5661'}","1"
"O'Sullivan-Beare, Philip.","{'authorized_name': ""o'sullivan-beare, philip, 1590?-1660?"", 'author_id': 'A3877'}","1"
"Obsequens, Iulius.","{'authorized_name': 'obsequens, julius', 'author_id': 'A5175'}","1"
"Obsequens, Julius.","{'authorized_name': 'obsequens, julius', 'author_id': 'A5175'}","3"
"Ocland, Christopher, -1590?","{'authorized_name': 'ocland, christopher, -1590?', 'author_id': 'A3903'}","1"
"Odón de Cluny, Santo, 879-942.","{'authorized_name': 'odo, saint, abbot of cluny', 'author_id': 'A5521'}","1"
"Oecolampadius, Johann, 1482-1531.","{'authorized_name': 'oecolampadius, johann, 1482-1531', 'author_id': 'A5579'}","1"
"Olmo, Marco Antonio.","{'authorized_name': 'olmedo, lope de', 'author_id': 'A5064'}","1"
"Optatus, Saint, Bishop of Mileve, active 4th century.","{'authorized_name': 'optatus, saint, bishop of mileve', 'author_id': 'A5518'}","4"
"Ordericus Vitalis, 1075-1143?","{'authorized_name': 'ordericus vitalis', 'author_id': 'A5529'}","24"
"Orelli, Johann Kaspar von, 1787-1849.","{'authorized_name': 'orelli, johann kaspar von, 1787-1849', 'author_id': 'A5947'}","2"
"Orosius, Paulus","{'authorized_name': 'orosius, paulus', 'author_id': 'A5036'}","5"
"Orosius, Paulus.","{'authorized_name': 'orosius, paulus', 'author_id': 'A5036'}","9"
"Otto I, Bishop of Freising, -1158.","{'authorized_name': 'otto i, bishop of freising, -1158', 'author_id': 'A5033'}","3"
"Ovid, 43 B.C.-17 A.D. or 18 A.D","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","1"
"Ovid, 43 B.C.-17 A.D. or 18 A.D.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","243"
"Ovid, 43 B.C.-17 A.D. or 18 A.D.,","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","1"
"Ovid, 43 B.C.-17 or 18 A.D","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","4"
"Ovid, 43 B.C.-17 or 18 A.D.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","138"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","34"
"Ovidius Naso, Publius, 43 v. Chr.-ca. 18.","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","1"
"Öhler, Franciscus.","{'authorized_name': 'noel, françois, 1651-1729', 'author_id': 'A3284'}","2"
"Palingenio Stellato, Marcello, approximately 1500-approximately 1543","{'authorized_name': 'palingenio stellato, marcello, approximately 1500-approximately 1543', 'author_id': 'A3887'}","2"
"Palingenio Stellato, Marcello, approximately 1500-approximately 1543.","{'authorized_name': 'palingenio stellato, marcello, approximately 1500-approximately 1543', 'author_id': 'A3887'}","4"
"Palingenio Stellato, Marcello, ca. 1500-ca. 1543","{'authorized_name': 'palingenio stellato, marcello, approximately 1500-approximately 1543', 'author_id': 'A3887'}","1"
"Palingenio Stellato, Marcello, ca. 1500-ca. 1543.","{'authorized_name': 'palingenio stellato, marcello, approximately 1500-approximately 1543', 'author_id': 'A3887'}","1"
"Palladius, Rutilius Taurus Aemilianus.","{'authorized_name': 'palladius, rutilius taurus aemilianus', 'author_id': 'A4315'}","10"
"Paolo, Veneto, ca. 1370-1428.","{'authorized_name': 'paolo, veneto, approximately 1370-1428', 'author_id': 'A4330'}","2"
"Paris, Matthew, 1200-1259.","{'authorized_name': 'paris, matthew, 1200-1259', 'author_id': 'A4403'}","1"
"Pascasio Radberto, Santo.","{'authorized_name': 'paschasius radbertus, saint', 'author_id': 'A5030'}","1"
"Passerat, Jean, 1534-1602.","{'authorized_name': 'passerat, jean', 'author_id': 'A4759'}","1"
"Patrizi, Francesco.","{'authorized_name': 'patrizi, francesco', 'author_id': 'A5555'}","4"
"Paulinus, of Nola, Saint, approximately 353-431.","{'authorized_name': 'paulinus, of nola, saint, approximately 353-431', 'author_id': 'A4499'}","2"
"Paulus, Julius.","{'authorized_name': 'paulus, julius', 'author_id': 'A3822'}","2"
"Peckham, John, -1292.","{'authorized_name': 'peckham, john, -1292', 'author_id': 'A5627'}","1"
"Peerlkamp, Petrus Hofman, 1786-1865.","{'authorized_name': 'peerlkamp, petrus hofman, 1786-1865', 'author_id': 'A3237'}","2"
"Persius","{'authorized_name': 'persius', 'author_id': 'A4892'}","19"
"Peter, of Blois, approximately 1135-approximately 1212.","{'authorized_name': 'peter, of blois, approximately 1135-approximately 1212', 'author_id': 'A4642'}","4"
"Petrarca, Francesco, 1304-1374","{'authorized_name': 'petrarca, francesco', 'author_id': 'A4768'}","6"
"Petrarca, Francesco, 1304-1374.","{'authorized_name': 'petrarca, francesco', 'author_id': 'A4768'}","15"
"Petronius Arbiter","{'authorized_name': 'petronius arbiter', 'author_id': 'A4886'}","7"
"Petronius Arbiter.","{'authorized_name': 'petronius arbiter', 'author_id': 'A4886'}","14"
"Petrus, de Ebulo, active 1196","{'authorized_name': 'petrus, de ebulo, active 1196', 'author_id': 'A4672'}","1"
"Petrus, de Ebulo, fl. 1196.","{'authorized_name': 'petrus, de ebulo, active 1196', 'author_id': 'A4672'}","1"
"Philargyrius, Junius.","{'authorized_name': 'philargyrius, junius', 'author_id': 'A5589'}","1"
"Pico della Mirandola, Giovanni, 1463-1494.","{'authorized_name': 'pico della mirandola, giovanni', 'author_id': 'A5548'}","1"
"Pithou, Pierre, 1539-1596.","{'authorized_name': 'pithou, pierre, 1539-1596', 'author_id': 'A6006'}","2"
