"stripped_author","distil_author_only","partial_token_set","token_set","token_sort","std","std_range"
"cannegieter herman 17231804","cannegieter hendrik 16911770","100.0","69.0909090909091","69.0909090909091","17.845371956770247",""
"paulus julius active approximately 200","paulus julius","100.0","100.0","50.98039215686274","28.301483783805185",""
"gambiglioni angelo active 15th century","gaunilo active 11th century","100.0","73.84615384615384","73.84615384615385","15.099930117267135",""
"epiphanius saint bishop of constantia in cyprus ca 310403","epiphanius saint bishop of constantia in cyprus","100.0","100.0","90.38461538461539","5.551444896054093","5"
"bradwardine thomas 12901349","bradwardine thomas","100.0","100.0","80.0","11.547005383792516",""
"prosper of aquitaine saint ca 390ca 463","prosper of aquitaine saint","100.0","100.0","80.0","11.547005383792516",""
"kuster bruno 1887","kuun geza 18381905","42.42424242424242","40.0","40.0","1.3996370162172733","1"
"knappe charles christian 1852","dillaway charles k charles knapp 18041889","100.0","61.29032258064516","65.71428571428571","21.18773536663744",""
"meister ludwig 1889","meister ferdinand otto 18281915","100.0","60.0","60.0","23.09401076758503",""
"gregory i pope ca 540604","gregory i pope","100.0","100.0","73.6842105263158","15.193428136569096",""
"cavallin samuel gustaf b 1828","caussin nicolas 15831651","41.860465116279066","37.735849056603776","37.735849056603776","2.381348192357382","2"
"becker w a wilhelm adolf 17961846","beckher daniel 15941655","55.00000000000001","53.57142857142857","53.57142857142857","0.8247860988423278","0"
"adam ludwig","adam von bremen","100.0","53.333333333333336","38.46153846153846","32.10900784568933",""
"gemoll wilhelm 18501934","gemoll wilhelm 18501934","100.0","100.0","100.0","0.0","0"
"haeringen johan hendrik van","haraeus franciscus 15551631 or 1632","32.432432432432435","22.58064516129032","22.580645161290324","5.687932032992828","5"
"waqidi muhammad ibn umar 747 or 8823","razi abu bakr muhammad ibn zakariya 865925","100.0","58.97435897435897","53.84615384615385","25.29683519136537",""
"budan emilio de","bude guillaume 14681540","48.275862068965516","36.8421052631579","36.8421052631579","6.601282569681745",""
"bernard of clairvaux saint 1090 or 911153","bernard of clairvaux saint","100.0","100.0","77.61194029850746","12.92575229529013",""
"canivez e","johannes canabutius ca 15 jh","44.44444444444444","32.432432432432435","32.432432432432435","6.935138368644151",""
"gronovius johannes fredericus 16861762","gronovius joannes fredericus 16111671","100.0","88.0","88.0","6.928203230275509",""
"grulich oskar 18441913","gruterus janus 15601627","38.095238095238095","35.55555555555556","35.55555555555555","1.4662863979419076","1"
"cicero de finibus latin","cicero marcus tullius","100.0","54.54545454545455","54.54545454545454","26.243194054073896",""
"petronio alessandro trajano 1585","petronius arbiter","58.82352941176471","44.89795918367347","44.89795918367348","8.039931719807512",""
"grattius faliscus","grattius faliscus","100.0","100.0","100.0","0.0","0"
"graevius joannes georgius 16321703","graevius joannes georgius 16321703","100.0","100.0","100.0","0.0","0"
"handel salomon","salomon iii","100.0","77.77777777777777","64.0","18.164316305087723",""
"heynemann s","bromyarde john de","30.76923076923077","21.42857142857143","21.42857142857143","5.392832184738261","5"
"guillelmus de blavia bp of angouleme","william of blois","100.0","42.30769230769231","34.61538461538461","35.736820166067574",""
"cicero marcus tullius 10643 bc e","cicero marcus tullius","100.0","100.0","79.24528301886792","11.982741436011102",""
"paolo veneto ca 13701428","paolo veneto approximately 13701428","100.0","93.33333333333333","77.96610169491525","11.299623350596386",""
"liudprand bishop of cremona d ca 972","liudprand bishop of cremona","100.0","100.0","85.71428571428572","8.24786098842322",""
"ailly pierre d 13501420","ailly pierre d 13501420","100.0","100.0","100.0","0.0","0"
"benedetti giovanni battista","jacopone da todi 12301306","31.11111111111111","26.92307692307692","26.923076923076927","2.417962665836894","2"
"bovillus carolus 14791567","bovillus carolus 14791567","100.0","100.0","100.0","0.0","0"
"albertus de saxonia d 1390","albertus de saxonia 1390","100.0","100.0","96.0","2.3094010767585034","2"
"joannes bacho ca 1290ca 1348","baconthorpe john 1346","61.904761904761905","53.06122448979592","53.06122448979591","5.105818707119141","5"
"tartaret pierre 15th cent","tarillon francois 16661735","39.13043478260869","35.294117647058826","35.29411764705882","2.214898730906489","2"
"hamaker henricus arentius","hamaker h a hendrik arent 17891835","100.0","64.40677966101694","64.40677966101696","20.54975534403753",""
"marzio galeotto 14271497","marzio galeotto 14271497","100.0","100.0","100.0","0.0","0"
"augustinus aurelius saint bp of hippo","augustine of hippo saint 354430","100.0","70.58823529411765","70.58823529411764","16.980890270283112",""
"telesio bernardino 15091588","telesio antonio 14821533","100.0","58.8235294117647","58.82352941176471","23.773246378396355",""
"bernardi blasius 1612","pelacani da parma biagio approximately 13471416","42.85714285714286","32.352941176470594","32.35294117647059","6.064603667958255",""
"luis de granada 15041588","luis de granada 15041588","100.0","100.0","100.0","0.0","0"
"canonieri pietro andrea 1639","canonieri pietro andrea 1639","100.0","100.0","100.0","0.0","0"
"reuchlin johann 14551522","reuchlin johann 14551522","100.0","100.0","100.0","0.0","0"
"platina 14211481","platina 14211481","100.0","100.0","100.0","0.0","0"
"vadianus joachim 14841551","vadianus joachim 14841551","100.0","100.0","100.0","0.0","0"
"praefectus jacobus","prudentius 348","56.00000000000001","43.75","43.75","7.07254079757292",""
"alexandre noel 16391724","alexander magister active 12101230","52.38095238095239","49.12280701754386","49.122807017543856","1.8810911026228443","1"
"bona giovanni 16091674","bona giovanni 16091674","100.0","100.0","100.0","0.0","0"
"bartoletti fabrizio 15761630","bartolomeo fra 14721517","62.22222222222222","54.90196078431372","54.90196078431373","4.226354911714907","4"
"botallo leonardo d 1587","bottoni bernardo 1266","46.666666666666664","40.90909090909091","40.90909090909091","3.324137913516027","3"
"joannes actuarius 13th14th cent","acton john 1350","50.0","47.82608695652174","47.82608695652174","1.2551092808470108","1"
"marzio galeotto 15th cent","marzio galeotto 14271497","100.0","76.92307692307692","69.38775510204081","15.950104447607004",""
"gabuccini girolamo 16th cent","gabuccini girolamo active 16th century","100.0","90.19607843137254","84.84848484848484","7.684205084003308",""
"fuchs leonhart 15011566","fux johann joseph 16601741","55.00000000000001","44.89795918367347","44.89795918367348","5.83241598467071","5"
"hoffmann friedrich 16601742","hoffmann christian gottfried 16921735","100.0","59.375","59.375","23.454854685828547",""
"du moulin antoine ca 15101551","du moulin peter 16011684","100.0","64.15094339622641","52.83018867924528","24.62487037792691",""
"champier symphorien 1472ca 1535","guillaume de champeaux bishop 10701121","44.067796610169495","40.57971014492754","40.57971014492754","2.0138476596641333","2"
"bossche guilaume van den fl 1638","bosscha johannes 17971874","55.00000000000001","45.6140350877193","45.614035087719294","5.41898936870965","5"
"mizauld antoine 15101578","mignault claude approximately 15361606","48.88888888888889","48.38709677419355","48.38709677419355","0.28970981249658684","0"
"angelucci teodoro d ca 1600","angeli pietro 15171596","54.054054054054056","53.06122448979592","53.06122448979591","0.5732104161838566","0"
"turnebe adrien 15121565","turnebe adrien 15121565","100.0","100.0","100.0","0.0","0"
"vettori pietro 14991585","vettori pietro 14991585","100.0","100.0","100.0","0.0","0"
"melander otto 15711640","melissus paulus 15391602","52.94117647058824","43.47826086956522","43.47826086956522","5.46341686956935","5"
"praefectus jacobus fl 1536","prudentius 348","56.00000000000001","40.0","40.0","9.237604307034015",""
"castellani giulio 15281586","casteele peeter vande 15851632","59.09090909090908","50.0","50.0","5.248638810814773","5"
"quesnel pasquier 16341719","quentell heinrich 1501","56.25","51.06382978723404","51.06382978723405","2.994236768403643","2"
"ficino marsilio 14331499","ficino marsilio 14331499","100.0","100.0","100.0","0.0","0"
"sabellico 14361506","sabellico 14361506","100.0","100.0","100.0","0.0","0"
"biel gabriel d 1495","biel gabriel 1495","100.0","100.0","94.44444444444444","3.207501495497922","3"
"palingenio stellato marcello ca 1500ca 1543","palingenio stellato marcello approximately 1500approximately 1543","100.0","86.84210526315789","75.92592592592592","12.054419713341886",""
"silos giuseppe d 1674","sulla lucius cornelius","41.17647058823529","32.55813953488372","32.55813953488372","4.975795753617839","4"
"volpi gio antonio 16861766","volpi gio antonio 16861766","100.0","100.0","100.0","0.0","0"
"cassiodorus senator ca 487ca 580","cassiodorus senator","100.0","100.0","74.50980392156863","14.716771567578693",""
"spinola publio francesco ca 1520ca 1567","spinoza benedictus de","54.54545454545454","36.666666666666664","36.66666666666667","10.322322994602397",""
"newton isaac sir 16421727","newton isaac","100.0","100.0","64.86486486486487","20.285279728284145",""
"estienne robert 15031559","estienne robert 15031559","100.0","100.0","100.0","0.0","0"
"laurentius josephus","laurent mh mariehyacinthe 19061968","47.36842105263158","33.9622641509434","33.9622641509434","7.740048295988033",""
"facio bartolomeo d 1457","facio bartolomeo 1457","100.0","100.0","95.45454545454545","2.6243194054073906","2"
"wecker johann jacob 15281586","weyman carl","38.095238095238095","25.641025641025635","25.64102564102564","7.190442912984353",""
"bessarion cardinal 14031472","bessarion cardinal 14031472","100.0","100.0","100.0","0.0","0"
"lhospital michel de 15071573","lhospital michel de 15071573","100.0","100.0","100.0","0.0","0"
"beroaldo filippo 14531505","beroaldo filippo 14531505","100.0","100.0","100.0","0.0","0"
"sautel pierrejuste 16131662","sautel pierrejuste 16131662","100.0","100.0","100.0","0.0","0"
"ocland christopher 1590","ocland christopher 1590","100.0","100.0","100.0","0.0","0"
"doring f w 17571837","doring f w friedrich wilhelm 17571837","100.0","100.0","67.85714285714286","18.557687223952254",""
"wycliffe john d 1384","wycliffe john 1384","100.0","100.0","94.73684210526316","3.0386856273138156","3"
"de pozza nicolai aloysii comitis","bracciolini poggio","48.275862068965516","36.0","36.0","7.087472270051957",""
"buridan jean 13001358","buridan jean 13001358","100.0","100.0","100.0","0.0","0"
"joachim of fiore approximately 11321202","joachim of fiore approximately 11321202","100.0","100.0","100.0","0.0","0"
"juttner hugo b 1871","laemmer hugo 18351918","100.0","55.0","55.00000000000001","25.980762113533157",""
"gonzalez y diaz tunon ceferino cardinal 18311894","gonzalez tellez manuel 1649","100.0","50.666666666666664","37.33333333333333","33.01178240837319",""
"benard leon b 1847","bersuire pierre approximately 12901362","35.29411764705882","28.57142857142857","28.57142857142857","3.881346347493281","3"
"giles of rome archbishop of bourges approximately 12431316","giles of rome archbishop of bourges approximately 12431316","100.0","100.0","100.0","0.0","0"
"fonseca pedro jose da 17371816","fonseca antonio 15171559","100.0","55.55555555555556","48.14814814814815","28.04399183111246",""
"kophler johann david 16841755","chytraeus david 15311600","100.0","45.283018867924525","30.188679245283023","36.73192893194676",""
"clark albert curtis 18591937","clark albert curtis 18591937","100.0","100.0","100.0","0.0","0"
"hirtius aulus","hirtius aulus","100.0","100.0","100.0","0.0","0"
"andreae antonius approximately 1320","giovanni dandrea approximately 12701348","100.0","78.37837837837839","45.945945945945944","27.206610577552254",""
"farabi","favorinus of arles approximately 81approximately 150","66.66666666666667","13.793103448275858","13.793103448275868","30.52656595715263",""
"hodza michal miloslav 18111870","milo monk of saintamand","42.10526315789473","30.188679245283012","30.188679245283023","6.8800429297671375",""
"cicero m tullius","cicero quintus tullius","100.0","93.33333333333333","78.94736842105263","10.759598252263789",""
"ramus petrus 15151572","ram p f x pierre francois xavier de 18041865","42.10526315789473","33.84615384615384","33.84615384615385","4.7683989844001475","4"
"hugh of saintvictor 10961141","hugh of saintvictor 10961141","100.0","100.0","100.0","0.0","0"
"stephan fridericus 1885","stephen the deacon","60.60606060606061","48.78048780487805","48.78048780487805","6.8274976400842675",""
"schoene hermannus 1870","schenkl heinrich 18591919","53.65853658536586","51.06382978723404","51.06382978723405","1.4980546683695546","1"
"richter carolus","richter gustav 18381904","100.0","63.63636363636363","52.63157894736843","24.789737959679037",""
"bluhme fridericus 1881","blund john approximately 11851248","33.333333333333336","29.090909090909093","29.09090909090909","2.4493647783802315","2"
"fredrich carolus","fredegarius scholasticus","51.61290322580645","40.0","40.0","6.704712803492426",""
"mueller maximilianus 1875","mueller otto 1833","100.0","58.333333333333336","47.61904761904761","27.672703764462128",""
"grossgerge walther 1888","grosseteste robert 11751253","53.333333333333336","48.0","48.0","3.0792014356780055","3"
"pflug johannes 1882","gruterus janus 15601627","40.0","33.33333333333333","33.333333333333336","3.849001794597506","3"
"rasche carl b 1887","rasario giovanni battista 15171578","36.36363636363637","38.46153846153846","38.46153846153846","1.211224340957254","1"
"storchenau sigmund von 17311798","stegmann carl","38.46153846153846","27.272727272727266","27.27272727272727","6.459863151772038",""
"engelke karl 1889","engelmodus of soissons","45.45454545454546","30.769230769230774","30.76923076923077","8.4785703867008",""
"clausen f","claussen johannes diederich detlef 18491929","88.88888888888889","34.61538461538461","34.61538461538461","31.334822302171993",""
"nithard d 844","nithard 844","100.0","100.0","91.66666666666666","4.811252243246887","4"
"brandl vincenc 18341901","brandolini aurelio lippo 1497 or 1498","52.17391304347826","43.333333333333336","43.333333333333336","5.104111075444514","5"
"hummelauer francisco de","hummelberger gabriel approximately 14901544","56.52173913043479","39.39393939393939","39.39393939393939","9.88873978849162",""
"wyttenbach daniel 17461820","wyttenbach daniel albert 17461820","100.0","100.0","88.13559322033898","6.849918448012513",""
"schleusner wilhelm","schlee friedrich 18541913","50.0","27.906976744186053","27.906976744186053","12.755412923956843",""
"hosius carl 18661937","hosius carl 18661937","100.0","100.0","100.0","0.0","0"
"hertz martin","hertz martin","100.0","100.0","100.0","0.0","0"
"porphyrius publilius optatianus","porfyrius p optatianus","100.0","71.69811320754717","71.69811320754718","16.340101958196954",""
"furbringer friederich paul 1886","kaiser paul 18521917","100.0","43.13725490196079","43.13725490196079","32.82972118921401",""
"bonizo bp of sutri ca1045ca1096","bonizo of sutri","100.0","100.0","65.21739130434783","20.081748493552197",""
"marzetti jacobo","marullo tarcaniota michele","40.0","34.14634146341463","34.14634146341463","3.3796113318417147","3"
"nivardus active 12th century","nivardus","100.0","100.0","44.44444444444444","32.07501495497921",""
"simon jakob","simon johann georg approximately 16361696","100.0","62.5","30.76923076923077","34.65542555950019",""
"roth friedrich 17801852","roth karl ludwig 17901868","100.0","58.333333333333336","58.33333333333333","24.056261216234407",""
"bernard of chartres","bernard of chartres","100.0","100.0","100.0","0.0","0"
"rapin rene 16211687","rapin rene 16211687","100.0","100.0","100.0","0.0","0"
"sousa luis de 15551632","luis de granada 15041588","100.0","56.52173913043478","47.82608695652174","27.952610901428855",""
"graetz heinrich 18171891","graevius joannes georgius 16321703","41.02564102564102","34.48275862068965","34.48275862068966","3.7775349177747377","3"
"giovanni dandrea approximately 12701348","giovanni dandrea approximately 12701348","100.0","100.0","100.0","0.0","0"
"noack th b 1840","nodell jan adam 1814","48.275862068965516","40.0","40.0","4.778071193293454","4"
"stickel johann gustav 18051896","stenzel gustav adolf harald 17921854","100.0","57.57575757575758","54.54545454545454","25.41362752607904",""
"marsilius of inghen 1396","marsilius of inghen 1396","100.0","100.0","100.0","0.0","0"
"scaliger julius ceasar 14841558","scaligero giulio cesare","80.0","66.66666666666666","66.66666666666667","7.698003589195012",""
"enk petrus joannes 1885","enk petrus joannes 1885","100.0","100.0","100.0","0.0","0"
"faber mathias 15871653","faber ulrich rhaetus","100.0","42.857142857142854","42.85714285714286","32.9914439536929",""
"edwardes david","edguard david approximately 1502approximately 1542","100.0","52.63157894736842","34.375","33.87159727776082",""
"giles of rome archbishop of bourges ca 12431316","giles of rome archbishop of bourges approximately 12431316","100.0","96.47058823529412","83.80952380952381","8.513624561770847",""
"ferrari ognibene 16th cent","ferrari giovanni battista 15841655","100.0","53.333333333333336","53.333333333333336","26.943012562182535",""
"aranzi giulio cesare 15301589","aratus solensis","40.0","31.818181818181813","31.818181818181824","4.723774929733302","4"
"quintiliano marco fabio","quintilian","100.0","60.60606060606061","60.60606060606061","22.74410151353071",""
"alessandrini giulio","aleandro girolamo 14801542","66.66666666666667","53.333333333333336","53.333333333333336","7.698003589195012",""
"lasarte y molina ignacio de","lascaris janus 14451535","41.02564102564102","36.0","36.0","2.901555199004271","2"
"caldera de heredia gaspar","johannes de rupescissa approximately 1300approximately 1365","100.0","40.476190476190474","35.71428571428571","35.81994951237066",""
"mercado luis","braulio saint bishop of zaragoza","45.45454545454546","31.818181818181813","31.818181818181824","7.872958216222173",""
"valerio maximo publio","valerius maximus","61.53846153846154","70.27027027027027","70.27027027027026","5.041312121822092","5"
"seneca lucio anneo ca 4 ac65 dc","seneca lucius annaeus approximately 4 bc65 ad","100.0","63.1578947368421","63.1578947368421","21.27079939119674",""
"propercio sexto aurelio ca 50ca 15 a c","propertius sextus","75.0","43.63636363636363","43.63636363636364","18.10780389731099",""
"fedro ca 15 acca 50 dc","phaedrus","50.0","26.66666666666667","26.66666666666667","13.471506281091266",""
"virgilio maron publio 7019 a c","virgil","100.0","33.33333333333333","33.333333333333336","38.490017945975055",""
"alberto magno santo 12061280","albertus magnus saint 11931280","77.77777777777779","75.86206896551724","75.86206896551724","1.1060349984475653","1"
"pichardo vinuesa antonio","picaud aymeric","51.85185185185186","42.10526315789474","42.10526315789473","5.627195606136709","5"
"celso aulo cornelio","celsus aulus cornelius","78.94736842105263","78.04878048780488","78.04878048780488","0.5187999851511401","0"
"galeazzo de santa sofia","marzio galeotto 14271497","46.15384615384615","38.297872340425535","38.297872340425535","4.535648595925045","4"
"paracelso","paracelsus 14931541","88.88888888888889","57.142857142857146","57.14285714285714","18.328579974273833",""
"actuarius johannes","acton john 1350","53.333333333333336","48.484848484848484","48.484848484848484","2.7992740324345506","2"
"valles francisco 15241592","vallauri tommaso","53.84615384615385","39.02439024390244","39.02439024390244","8.557349205624847",""
"guainerio antonio","guaiferius of salerno","56.00000000000001","42.10526315789474","42.10526315789473","8.02213005610849",""
"noodt gerard","nodell jan adam 1814","50.0","37.5","37.5","7.216878364870322",""
"pistoris jean","george the pisidian","50.0","37.5","37.5","7.216878364870322",""
"libavius andreas","lipsius justus 15471606","56.00000000000001","35.8974358974359","35.89743589743589","11.606220796017098",""
"lyege jean n1520","nicholas of lyra approximately 12701349","37.5","21.818181818181813","21.818181818181813","9.053901948655499",""
"oddi oddo degli","oddr snorrason active 12th century","46.666666666666664","32.65306122448979","32.6530612244898","8.090758874358022",""
"rondelet guillaume","rondet laurent 16171692","68.75","53.65853658536585","53.65853658536586","8.713060464904412",""
"rorario nicolo","roulers adrien de","38.46153846153846","32.25806451612904","32.25806451612904","3.5815773522929586","3"
"tesauro da corneto camillo","tesauro emanuele conte 15921675","100.0","52.63157894736842","52.63157894736843","27.348170645824375",""
"vittori leonello","victorius marianus approximately 14851572","55.172413793103445","35.08771929824562","35.08771929824561","11.595903773197563",""
"yuhanna ibn serapion s 9","hirtius aulus","38.46153846153846","27.02702702702703","27.027027027027028","6.601718254767028",""
"alciati andrea","alciati andrea 14921550","100.0","100.0","75.67567567567568","14.04365519650441",""
"ubaldi baldo degli","ubaldi baldo degli 13271400","100.0","100.0","80.0","11.547005383792516",""
"saliceto bartholomaeus a","salutati coluccio 13311406","42.85714285714286","36.0","36.0","3.9589732744431507","3"
"dubois de le boe francois 16141665","dubois philippe approximately 16361703","100.0","47.22222222222222","47.22222222222222","30.47126420723025",""
"plinio segundo cayo 2379 dc","pliny the elder","53.333333333333336","38.095238095238095","38.095238095238095","8.797718387651441",""
"musitano carlo","mussato albertino 12611329","60.86956521739131","45.0","44.99999999999999","9.162297750183198",""
"agustin santo obispo de hipona 354430","augustine of hippo saint 354430","100.0","79.41176470588235","79.41176470588236","11.886623189198176",""
"angleberme jean pyrrhus","anghiera pietro martire d 14571526","39.13043478260869","35.08771929824562","35.08771929824561","2.33406287315409","2"
"garcia carrero pedro","carrion louis 15471595","42.42424242424242","33.33333333333333","33.333333333333336","5.248638810814779","5"
"bernoulli johann 16671748","bernoulli jakob 16541705","100.0","69.38775510204081","69.38775510204081","17.673987832335484",""
"ciceron marco tulio 10643 ac","cicero marcus tullius","80.0","65.3061224489796","65.3061224489796","8.48351415952103",""
"cano melchor op 15091560","cano melchor 15091560","100.0","100.0","93.33333333333333","3.8490017945975077","3"
"leibniz gottfried wilhelm 16461716","leibniz gottfried wilhelm freiherr von 16461716","100.0","100.0","83.9506172839506","9.266115431438445",""
"monllor juan bautista","thomas monumetensis ca 1170","37.5","29.16666666666667","29.166666666666664","4.811252243246881","4"
"ovidio nason publio 43 ac17 dc","ovid 43 bc17 ad or 18 ad","100.0","54.90196078431372","51.85185185185186","26.961022717049275",""
"tomas de aquino santo 12251274","thomas aquinas saint","75.0","64.0","64.0","6.350852961085883",""
"buridan jean","buridan jean 13001358","100.0","100.0","72.72727272727273","15.745916432444336",""
"valla lorenzo 14061457","valla lorenzo 14071457","100.0","95.45454545454545","95.45454545454545","2.6243194054073906","2"
"vida marco girolamo","vida marco girolamo","100.0","100.0","100.0","0.0","0"
"ricci bartolomeo 14901569","ricci matteo 15521610","100.0","60.869565217391305","60.86956521739131","22.591967055246222",""
"caton marco porcio mayor","cato marcus porcius","70.58823529411764","69.76744186046511","69.76744186046511","0.4738853098683629","0"
"jeronimo santo 342420","jerome saint 419 or 420","75.0","72.72727272727272","72.72727272727273","1.3121597027036953","1"
"apicio marco gavio","apicius","83.33333333333334","40.0","40.0","25.018511664883786",""
"garcia matamoros alfonso","maldonado juan de 15341583","38.888888888888886","28.0","28.000000000000004","6.286702931175922",""
"gomez de castro alvar 15151580","alvares manuel 15261583","65.0","56.60377358490566","56.60377358490566","4.847563580931763","4"
"guillaume dauxerre","gulielmus pictaviensis","40.0","30.0","30.000000000000004","5.773502691896256","5"
"nifo agostino","nifo agostino approximately 14731545","100.0","100.0","53.06122448979591","27.100114676247745",""
"marineo siculo lucio","marineo lucio","100.0","100.0","78.78787878787878","12.246823891901155",""
"nicolas de lyre","nicholas of lyra approximately 12701349","80.0","48.148148148148145","48.14814814814815","18.389675240854746",""
"lucano marco anneo 3965","lucan","100.0","35.71428571428571","35.71428571428571","37.115374447904514",""
"bouelles charles de","bovillus carolus 14791567","62.857142857142854","50.0","50.0","7.4230748895809",""
"clemente juan","clement i pope","76.19047619047619","59.25925925925926","59.25925925925925","9.775242652946046",""
"autpert ambrosio","ambrosius autpertus","87.5","85.71428571428571","85.71428571428572","1.0309826235529025","1"
"isidoro santo arzobispo de sevilla 560636","isidore of seville saint","84.44444444444444","58.46153846153846","58.46153846153845","15.001237763559509",""
"alfonso de madrigal 14001455","petrus alfonsi 10621110","57.14285714285714","50.98039215686274","50.98039215686274","3.5579008185355083","3"
"pelegromius simon","pelzer auguste 18761958","43.47826086956522","25.0","25.0","10.668428887199607",""
"erasmus desiderius 14671536","erasmus desiderius","100.0","100.0","80.0","11.547005383792516",""
"bauhin caspar","bauhuis bernard","60.0","57.142857142857146","57.14285714285714","1.6495721976846454","1"
"pontedera giulio","du pontet renatus 1868","56.25","47.36842105263158","47.36842105263158","5.127781996092069","5"
"leeuwenhoek antonius van","leeuwen j van jr jan van 18501924","100.0","52.83018867924528","49.122807017543856","28.364368917696737",""
"morison robert","morisot claudebarthelemy 15921661","66.66666666666667","29.787234042553195","29.78723404255319","21.292350353092584",""
"sanders nicholas ca15301581","sander nicholas 15301581","100.0","94.11764705882354","94.11764705882352","3.396178054056622","3"
"benito santo ca 480547","benedict saint abbot of monte cassino","54.54545454545454","47.45762711864407","47.45762711864406","4.09215907283864","4"
"sonnius franciscus","sonnatius of reims","68.57142857142857","66.66666666666666","66.66666666666667","1.0997147984564302","1"
"giovane giovanni","giovio paolo 14831552","50.0","37.83783783783784","37.83783783783784","7.021827598252205",""
"valerius cornelius","valerianus cornelius","100.0","94.73684210526315","94.73684210526316","3.03868562731382","3"
"maffei raffaele 14511522","maffei giovanni pietro 15361603","100.0","47.27272727272727","43.63636363636364","31.54427558708631",""
"ackermann johann christian gottlieb 17561801","schermann theodor 18781922","62.5","45.714285714285715","45.714285714285715","9.691236661397289",""
"asso y del rio ignacio jordan de 17421814","asser john","50.0","31.372549019607845","31.372549019607842","10.75456383784597",""
"ramon llull beato 12321315","llull ramon 12321316","100.0","82.6086956521739","82.6086956521739","10.040874246776104",""
"nicolas de cusa 14011464","nicholas of cusa cardinal 14011464","100.0","79.3103448275862","72.41379310344827","14.35631723769747",""
"roberto bellarmino santo 15421621","du bellay joachim approximately 15221560","42.622950819672134","38.35616438356164","38.35616438356164","2.4634302974630375","2"
"justino marco juniano","justinus marcus junianus","80.95238095238095","80.0","80.0","0.5498573992282131","0"
"guitmundus arzobispo de aversa","guitmond of aversa","100.0","58.333333333333336","58.33333333333333","24.056261216234407",""
"combes jean de ofm","walter of compiegne","53.333333333333336","43.24324324324324","43.24324324324324","5.8255162296610905","5"
"moroti lodovico","more thomas saint","34.78260869565217","25.0","25.0","5.6479917638115555","5"
"viperano giovanni antonio","viperano giovanni antonio 15351610","100.0","100.0","84.7457627118644","8.807038004587515",""
"verepaeus simon","aurea capra simon","100.0","62.5","31.25","34.42231592053814",""
"marlorat martin","marullo tarcaniota michele","64.0","48.78048780487805","48.78048780487805","8.78698946278845",""
"julian santo obispo de toledo 642690","julianus saint bishop of toledo","100.0","62.6865671641791","62.68656716417911","21.542920492150213",""
"mercuriale girolamo","john ii pope","34.78260869565217","25.80645161290323","25.806451612903224","5.1823867080134685","5"
"foreest pieter van","forset edward","50.0","38.70967741935484","38.70967741935484","6.5184707811731935",""
"fonseca rodrigo da","fonseca antonio 15171559","100.0","57.142857142857146","42.85714285714286","29.73808570665904",""
"feyens thomas 15671631","fux johann joseph 16601741","46.15384615384615","41.666666666666664","41.666666666666664","2.5906742848252446","2"
"munster sebastian 14881552","brant sebastian 14581521","100.0","76.0","76.0","13.856406460551018",""
"mela pomponio","mela pomponius","100.0","88.88888888888889","88.88888888888889","6.415002990995844",""
"solino cayo julio","solinus c julius active 3rd century","72.72727272727273","50.0","50.0","13.121597027036954",""
"orosio paulo n 390m 418","orosius paulus","76.92307692307692","54.054054054054056","54.054054054054056","13.203436509534058",""
"peuerbach georg von 14231461","peutinger konrad 14651546 or 1547","48.0","49.18032786885246","49.18032786885246","0.6814626128139842","0"
"schott gaspar si","schottus andreas 15521629","74.07407407407408","48.78048780487805","48.78048780487805","14.603258841291348",""
"scheiner cristoph 15751650","scheibe karl friedrich 18121869","47.05882352941176","49.12280701754386","49.122807017543856","1.19164142247601","1"
"kircher athanasius 16011680","kircher athanasius 16021680","100.0","96.29629629629629","96.2962962962963","2.1383343303319466","2"
"della porta giovan battista 15351615","bartolomeo fra 14721517","40.0","40.67796610169491","40.67796610169492","0.39142391131500154","0"
"massini filippo 1559ca 1617","massimi pacifico approximately 1400approximately 1500","48.14814814814815","37.5","37.5","6.147711199704351",""
"major john 14691550","major john 14691550","100.0","100.0","100.0","0.0","0"
"virgilio polydoro 14701555","vergil polydore 14701555","100.0","88.0","88.0","6.928203230275509",""
"scaligero giulio cesare","scaligero giulio cesare","100.0","100.0","100.0","0.0","0"
"quesada antonio de","quentell heinrich 1501","37.5","30.0","30.000000000000004","4.330127018922193","4"
"godham adam","wodeham adam 1358","100.0","71.42857142857143","71.42857142857143","16.49572197684645",""
"platina bartolomeo 14211481","platina 14211481","100.0","100.0","74.4186046511628","14.7694254908974",""
"leon i papa santo m 461","leo i pope","100.0","48.484848484848484","48.484848484848484","29.742286594617084",""
"castro alfonso de 14951558","petrus alfonsi 10621110","53.333333333333336","48.97959183673469","48.97959183673469","2.5136338250432715","2"
"linacre thomas","linacre thomas 14601524","100.0","100.0","75.67567567567568","14.04365519650441",""
"prospero de aquitania santo 390455","prosper of aquitaine saint","80.76923076923077","70.0","70.0","6.217618283580587",""
"leopardus paulus","leopardi giacomo 17981837","58.33333333333333","34.14634146341463","34.14634146341463","13.96436626698485",""
"gesner konrad 15161565","gessner conrad 15161565","100.0","66.66666666666666","66.66666666666667","19.245008972987527",""
"ambrosio santo obispo de milan 340397","ambrose saint bishop of milan","100.0","72.72727272727272","63.63636363636363","18.924236358783027",""
"paciani fulvio","pacian saint bishop of barcelona","64.28571428571428","47.82608695652174","47.82608695652174","9.50297026927023",""
