author,dll_author_id
John Darcio,A4028
Geoffrey of Coldingham,A4023
George Lokhart,A4004
George Ripley,A4031
Cuthbert,A4052
Cuthbert Tunstall,A4062
David Cranston,A4073
Daniel Becker,A4058
Thomas Bisse,A4059
Hector Boece,A4079
John Bona,A4056
Sebastian Brant,A4064
Gabriel Bugnot,A4050
William Camden,A4061
Isaac Casaubon,A4057
Edward Upton,A4065
Elias of Thriplow,A4043
Felix of Crowland,A4040
Richard Crashaw,A4044
Gervase of Canterbury,A4042
Baldwin of Ford,A4108
Bartholomew of Exeter,A4097
John Amos Comenius,A4083
Clement of Llanthony,A4081
John of Abensberg,A4082
Edmund of Abingdon,A4070
Jacob Bernoulli,A4089
Mark Alexander Boyd,A4071
John Bridges,A4090
John Brinsley the Elder,A4096
Edward Fox,A4069
Edward Powell,A4072
Father Mariana,A4135
Theodore Beza,A4103
Benedict of Peterborough,A4112
"Secundus, of Athens",A4136
Caradoc of Llancarvan,A4107
Christopher St. German,A4104
Christopher Urswick,A4113
Bernard Bauhuis,A4134
Daniel of Beccles,A4093
Laurence Sterne,A4150
David Ruhnken,A4100
Henry Cornelius Agrippa of Nettesheim,A4098
Ceolfrid,A4130
Cummian,A4127
Pope Urban VIII,A4118
Charles Utenhove,A4149
Christian Wolff,A4167
Francis Glass,A4157
William Harvey,A4164
Alexander of Hales,A4151
Sebastian Fox Morcillo,A4152
"Saint Irenaeus, Bishop of Lyon",A4122
Angela of Foligno,A4183
William Gilbert,A4171
Leonard Euler,A4169
Robert Brown,A4143
Alexander Carpenter,A4172
Andrew of Neufchateau,A4170
Peter Martyr of Angleria,A4142
John Isaac Pontanus,A4147
Henry Eppendorf,A4186
Thomas Hobbes,A4195
Peter Olavsson,A4184
Peter of Dacia,A4192
Sæmundur the Wise,A4182
"Achard, Bishop of Avranches",A4190
Adam Burley,A4180
Adam of Damerham,A4196
Adam of Orlton,A4188
Adam Wodeham,A4178
Joachim Vadian,A4160
Albert Milioli,A4159
Jacob Bidermann,A4158
Daniel Bernoulli,A4177
Adam Buckfield,A4199
Adam Dryburgh,A4207
Cornelius Jansen,A4203
Adam Easton,A4210
Adam Usk,A4197
Saint Lawrence of Brindisi,A4214
Nicolaus Ragvaldi the Younger,A4223
Odd Snorrason the Learned,A4212
"Cornelius Jansen, the Elder",A4213
Blasius de Parma,A4227
Proba,A4231
Saint Symphorien of Autun,A4244
"Theodosius I, Emperor of Rome",A4232
Thomas Cajetan,A4256
John Calvin,A4225
Thomas Campanella,A4235
Victorius of Aquitaine,A4233
Festus,A4275
Theodulus,A4252
Cyricius Barcinonensis,A4241
Rufinus,A4249
Serenus,A4238
Terentianus Maurus,A4253
Peter Giles,A4259
Ulrich Faber,A4245
Dermod O'Meara,A4242
Messianus Presbyter,A4277
Paulinus of Béziers,A4278
John Nider,A4276
Pseudo-Priscian,A4261
Marius Plotius Sacerdos,A4258
"Sulpicius, Victor",A4264
Pseudo-Tertullian,A4262
"Theodosius II, Emperor of Rome",A4281
Palladius,A4315
"Stephen, the Deacon",A4292
"Paulinus, of Pella",A4293
Ralph the Breton,A4301
Macarius the Great,A4294
"Albert, Bishop of Halberstadt",A4280
Aldus Manutius the Younger,A4295
William Heytesbury,A4296
Pope Honorius III,A4283
Ursinus of Bourges,A4282
Agnes of Bohemia,A4337
John of Genoa,A4314
John Zonaras,A4309
John Gower,A4318
Bernardino of Siena,A4310
Thomas à Kempis,A4319
Muirchú,A4303
Mustio/Muscio,A4308
Marsilius of Inghen,A4300
Martin of Dacia,A4299
Martin Bucer,A4304
Reposianus,A4305
Salimbene of Parma,A4357
Gregory IX,A4320
Richer of Saint-Rémy,A4328
Andreas of Bergamo,A4346
Richard Rolle of Hampole,A4334
Thomas of Erfurt,A4324
Florent Radewijns,A4325
Henry Kirkestede,A4332
Marcus Aurelius,A4322
Paul of Venice,A4330
Flavius Mallius Theodorus/Pseudo-Ambrosius Mediolanensis,A4323
"Pseudo-St. Hilary, Archbishop of Arles/St. Hilary, Bishop of Poitiers",A4361
William Durand,A4359
Riccobaldo of Ferrara,A4358
Nemesianus,A4347
Peter Bersuire,A4343
Matthew of Linkoping,A4351
Ludolf of Saxony,A4340
Marsilio Ficino,A4355
Peter of Ailly,A4352
Theoderic,A4339
St. Gregory of Elvira/Gregorius Baeticus,A4376
Pope Adrian I,A4391
Arnold of Lubeck,A4373
Jacob/ James of Vitry,A4369
Pseudo-St. John Chrysostom,A4367
John Maxentius,A4377
Julius Rufinianus,A4374
Bernard of Parma,A4370
Baldus,A4384
Raymond Lull,A4362
Lucas of Tuy,A4371
Jacob of Cessole,A4368
Albert of Stade,A4385
Nicholas of Lyre,A4363
John of Caulibus,A4365
John of Torquemada,A4366
Burchard of Bellevaux,A4414
Eusebius of Alexandria,A4415
Florentius Presbyter,A4409
Alfred of Shareshill,A4413
Bartholomew the Englishman,A4386
Roger Bacon,A4387
Saint Bonaventure,A4379
Jacobus da Varagine,A4405
"Julian, of Eclanum",A4392
Gaius Julius Victor,A4383
"St. Leodegar, Bishop of Autun",A4380
Julian of Speyer,A4395
Henry of Avranches,A4393
John Howden,A4381
Plato of Tivoli,A4407
Ogier of Locedio,A4416
John Sarracin,A4423
Guigo II the Carthusian,A4435
Azzo of Bologna,A4408
Vincent of Beauvais,A4417
"Fortunatianus, Bishop of Aquileia",A4430
Alberic of London,A4410
Matthew of Paris,A4403
Berthold of Regensburg,A4400
Jonas of Bobbio,A4426
William Durand,A4401
Giles of Rome,A4398
Licentius of Tagaste,A4406
Gertrude the Great,A4404
Walter of Wimborne,A4402
William of Saint-Thierry,A4454
Andrew of St. Victor,A4452
Bernard Silvester,A4431
Leonius of Paris,A4428
Walter of St. Victor,A4420
Odo of Cheriton,A4432
Evanthius,A4429
Felix of Toledo,A4449
Chirius Fortunatianus,A4445
Mark of Toledo,A4437
Eberhard the German,A4440
"St. Fructuosus, Archbishop of Braga",A4427
Grillius,A4425
St. Didier/Desiderius of Cahors,A4456
St. Eligius,A4461
Arn of Salzburg,A4471
Oswald of Worcester/ Oswald of York,A4457
William of Champeaux,A4472
Alan of Lille,A4458
Geoffrey of Vitrey,A4455
Gerard of Cremona,A4469
Averroes,A4447
Herman of Carinthia,A4443
Stephen Langton,A4438
Andrew Sunesen,A4441
Svend Aagasen,A4448
Eugenius of Carthage,A4442
Pseudo-Saint Eugene II of Toledo,A4451
"Gratian, Emperor of Rome",A4446
Constantine,A4463
Lambert of St. Omer,A4496
Andreas Agnellus of Ravenna,A4466
Saint Agobard,A4476
Alcher of Clairvaux,A4494
Aldobrandin of Tuscania,A4464
Alexander of Ashby,A4473
Pope Alexander III,A4497
Ambrosius Autpertus,A4467
Gilbert the Universial,A4477
Defensor,A4474
Diomedes (Grammarian),A4483
"Emporius, Orator/Rhetor",A4470
Charles of Luxebourg/ Charles Wenceslas,A4462
Saint Columba,A4468
Dunstan Archbishop of Canterbury,A4465
Widukind,A4475
Paulinus of Nola,A4499
Aphthonius of Antioch,A4514
Avianus,A4508
Cellanus,A4515
Tiberius Claudius Donatus,A4491
Gerard of Florennes,A4492
Martianus Capella,A4501
Ecgberht,A4478
Haymo of Halberstadt,A4486
Haimo of Auxerre,A4495
Æthelweard,A4484
Adelard of Bath,A4480
Aelnoth of Canterbury/ Ailnoth,A4487
Saint Albuin of Saben-Brixen,A4485
Stephen of Antioch,A4482
Heloise,A4490
Hilary of Orleans,A4481
Elisabeth of Schönau,A4488
Varro,A4504
Egeria,A4519
"Barbarus Apuleius, Pseudo-Apuleius",A4502
Anonymous Roman Archdeacon,A4511
Audax,A4530
Baudonivia,A4517
Burginda,A4536
Chilpéric I,A4534
Claudian,A4503
St. Colman,A4531
Cummian,A4509
Nennius,A4500
Priscien,A4498
Trajan,A4528
Valerius Maximus,A4545
Varro Atacinus,A4535
Velleius Paterculus,A4542
Veranius,A4522
Apponius,A4523
"Apringius, Bishop of Beja",A4533
"Asterius, of Ansedunum",A4520
Claudius Marius Victor,A4541
"St. Cyprian, Bishop of Toulon",A4518
"Alan, Abbot of Tewkesbury",A4551
"Alan, Abbot of Farfa",A4577
Novius,A4549
Phaedrus,A4554
Sulpicius Apollinaris,A4569
Berlisarius,A4546
Calcidius,A4544
Pope Eugene III,A4561
Sulla,A4560
Peter the Deacon,A4601
Saint Angilbert,A4580
Chlothar II,A4587
Constantine the Great,A4611
Gaius,A4619
Germanicus,A4612
Grattius,A4624
Prudentius,A4609
Geoffrey Malaterra,A4654
Richard of Bury,A4650
Sigebert of Gembloux,A4640
Dante Alighieri,A4646
Hadrian,A4632
Pseudo-Caesar,A4622
Peter of Blois,A4642
Anonymus Neveleti,A4669
Leo the Deacon,A4676
Seneca the Younger,A4655
Julius Caesar,A4644
John of Garland,A4694
Clement Maidstone,A4685
Nicholas Oresme,A4663
Peter of Eboli,A4672
Ralph of Caen,A4681
Richer of Reims,A4660
Thegan of Trier,A4679
William of Tyre,A4689
Boethius of Dacia,A4666
Marcus Junius Brutus,A4683
Cato the Elder,A4678
Philip Melanchthon,A4707
Thomas May,A4706
John Owen,A4705
Johannes Kepler,A4709
Isaac Newton,A4713
Michał Boym,A4704
Baruch Spinoza,A4708
Andrea Navagero,A4691
Ludvig Holberg,A4697
Nicholas Bourbon,A4695
Guido Fava,A4693
Hugo Falcandus,A4699
Godfrey of Winchester,A4692
"Constantine, Abbot of St. Symphorian",A4690
Radolf of Liège,A4686
Gislain Bulteel,A4715
Bartolomej Bošković,A4734
Saint Thomas More,A4725
Edmond Halley,A4710
Jacob Sannazaro,A4732
Matthew Gwinne,A4723
Fredegar,A4722
Joachim of Flora,A4727
Master Gregory,A4698
Henry VII,A4735
John of Pian de Carpine,A4726
Leo of Naples,A4700
Galileo Galilei,A4716
Jacob Balde,A4703
Francis Bacon,A4711
William Xylander,A4714
Charles Porée,A4719
Radegund,A4766
Albertanus of Brescia,A4755
Henry Bebel,A4745
Arthur Rimbaud,A4742
Edward Forsett,A4748
Peter Lotz,A4747
John Pascoli,A4749
Walter Savage Landor,A4731
George Buchanan,A4730
John Schmid,A4738
Erchempert,A4728
Falco of Benevento,A4736
John of Auville,A4721
Aelred of Rievaulx,A4739
Aeneas of Paris,A4724
Arnold of St. Emmeram,A4729
Christopher Columbus,A4744
Rufinus of Aquileia,A4757
Ruricius,A4761
Severus of Minorca,A4786
Saint Abbo of Fleury,A4767
Charles Delarue,A4751
Walter Bigges,A4763
John Milton,A4771
Phineas Fletcher,A4746
Joseph Addison,A4752
Karl Marx,A4764
Erasmus of Rotterdam,A4743
John Hildebrand Withof,A4772
René Descartes,A4762
Henry Waardenburg,A4741
Pope Pius II,A4776
Martin Luther,A4756
Conrad Celtes,A4753
Reccared,A4773
Maurus Servius Honoratus,A4777
Pope Simplicius,A4792
Pope Sylvester I,A4787
Tacitus,A4796
Terence,A4793
Theoderic the Great,A4781
Turcius Rufius Apronianus Asterius,A4778
Saint Valerius of Bierzo,A4797
Saint Valerian,A4785
Peter Alfonsi,A4775
Giovanni Pontano,A4758
Francis Petrarch,A4768
Charles Francis Lhomond,A4765
John Passerat,A4759
Thomas Vallauri,A4769
Wandalbert of Prüm,A4815
William of Malmesbury,A4816
Salonius,A4779
Sedatus,A4798
Saint Sidonius Apollinaris,A4795
Suetonius,A4799
Taius,A4805
Theodore the Interpreter,A4812
Tibullus,A4791
Trojanus of Saintes,A4800
Vegetius,A4794
Tomellus,A4817
Ulrich of Augsburg,A4845
Ulger of Angers,A4814
Walter of Châtillon,A4818
Walter of Speyer,A4835
Wichram of St. Gall,A4852
William of Jumièges,A4837
"Willibald, Presbyter of Mainz",A4833
Saint Severus the Great of Antioch,A4822
Pope Siricius,A4828
Pope Sixtus III,A4811
Pope Stephen I,A4809
Vergil,A4830
Victor of Carthage,A4803
Horace,A4876
Udalskalk of Augsburg,A4834
Venantius Honorius Clementianus Fortunatus,A4856
Virgil the Grammarian,A4850
Walafrid Strabo,A4855
Walo of Saint-Arnould,A4848
Warner of Basel,A4857
Wibald,A4849
Wido of Amiens,A4839
William of Blois,A4844
Pope Pelagius II,A4869
Pope Symmachus,A4831
Tertullian,A4829
Ticonius,A4827
Vitruvius,A4853
Pope Gregory III,A4877
"Turpin, Archbishop of Reims",A4859
Waifarius of Salerno,A4840
Waldram of St. Gall,A4862
Herrand of Halberstadt,A4838
Walter of Aquitaine,A4846
Walter of Compiègne,A4851
Wido of Osnabruck,A4854
William of Apulia,A4847
Saint Peter Chrysologus,A4874
Photius,A4872
Primasius,A4875
Saint Victricius of Rouen,A4865
Pope Vigilius,A4842
Saint Vigilius of Trent,A4878
Saint Vincent of Lérins,A4867
Pope Zosimus,A4866
Pope Gregory II,A4896
Quintus Gargilius Martialis,A4890
Rodulfus Glaber,A4916
Victor of Tunnuna,A4864
Walter of Therouanne,A4860
Werferth,A4863
"Wibert, Archdeacon to Toul",A4861
William of Poitiers‏,A4858
Paphnutius,A4888
Paschasius of Rome,A4897
"Paulinus, of Périgueux",A4871
Paul of Mérida,A4894
Pope Pelagius I,A4881
Persius,A4892
Petronius,A4886
Phoebadius,A4883
Pontianus,A4893
Potamius,A4887
Saint Victorinus of Pettau,A4868
Lanfranc of Bec,A4880
Radbod of Utrecht,A4879
Ragimbold,A4924
Rudolf of St. Trond,A4932
Theobald,A4922
Williram of Ebersberg,A4908
Winrich,A4891
Wipo,A4900
Wuflstan of Winchester,A4885
Saint Iserninus,A4882
Perpetuus of Tours,A4909
Philo of Alexandria,A4912
Pius VI,A4911
Plautus,A4895
Pliny the Younger,A4904
Pontius the Deacon,A4910
Propertius,A4889
Prosper of Aquitaine,A4899
Sido of Neumünster,A4906
Prudentius of Troyes,A4907
Rahewin of Freising,A4933
Ratherius of Liège,A4951
Richer of Metz,A4919
Robert of Cricklade,A4935
Ruotger,A4913
Saxo Grammaticus,A4930
Seneca the Elder,A4920
Serlo of Bayeux,A4957
Sigehard of St. Maximin,A4917
Stefanus the Teacher,A4918
Stephen of Tournai,A4955
Thangmar of Hildesheim,A4952
Paulinus of Milan,A4903
Ralph of Torte,A4954
Rangerius,A4941
Ratpert,A4921
Ratramnus of Corbie,A4931
Richard of St. Victor,A4929
Richer of Senones,A4947
Robert of Rheims,A4926
Rudolf of Fulda,A4923
Sampirus of Astorga,A4950
Serlo of Wilton,A4927
Simon Aurea Capra,A4944
Smaragdus of St. Mihiel,A4928
"Solomon III, Bishop of Constance ",A4937
Stephen of Rouen,A4946
Suger of St. Denis,A4925
Sulpicius Severus,A4934
Tatwine,A4942
Saint Julian of Toledo,A4967
Metellus of Tegernsee,A4972
Hugh of Fleury,A4964
Aldebald of Lérins,A4973
Paul the Deacon,A4966
Peter the Devourer,A4995
Peter‏ ‎of Compostela,A4968
Peter Lombard,A4994
Peter the Venerable,A4986
Ralph of Diceto,A4945
Reginald of Canterbury,A4940
Richard of Venosa,A4938
Robert of Melun,A4956
Roger of Howden,A4943
Romuald II of Salerno,A4953
Sedulius Scottus,A4939
Sisebut,A4958
Saint Thomas Aquinas,A4997
Saxon Poet,A4970
Pope Gregory I,A4981
Remigius of Auxerre,A4959
Rupert of Deutz,A4976
Samson of Córdoba,A4960
Thietmar of Merseburg,A5002
Livy,A4979
Flavius Merobaudes,A4965
Milo of St. Amand,A4984
Moduin,A4990
Otloh of St. Emmeram,A5008
Saint Pacian,A5006
Pelagius,A4969
Peter Cantor,A4988
Peter the Painter,A4974
Peter of Poitiers,A4992
Jotsand of Cluny,A5027
Aldhelm of Sherborne,A5010
Cornelius Nepos,A5005
Nivard of Ghent,A5011
Novatian,A5007
Origen,A5012
Saint Paulinus II,A5016
Peter Abelard,A5015
Petrus Crassus,A5013
Pope Agapetus I,A5014
Theoderich of Fleury,A4999
Theodoric of Tholey,A5003
Theodorich of Saint-Trond,A4998
Thiofrid,A5004
Thomas Becket,A5000
Lucretius,A5001
Pope Julius I,A5040
Monk Placidus,A5018
Æthelwold of East Anglia,A5034
Saint Nicetas,A5037
Nithard,A5028
Norbert of Iburg,A5035
Notker the German,A5025
Saint Odilo,A5021
Odo of Cambrai,A5023
Odo of Meung,A5031
Otfrid of Wissembourg,A5026
Otto of Freising,A5033
Saint Pachomius,A5024
Saint Peter Damian,A5020
Joseph of Exeter,A5041
Columella,A5056
Letald of Micy,A5073
Pope Liberius,A5054
Liutprand of Cremona,A5068
Lucifer of Cagliari,A5049
Macrobius,A5055
Manegold of Lautenbach,A5061
Marcellinus Comes,A5050
Olbert of Gembloux,A5044
"Palladius, Bishop of Aspuna",A5039
King Alfred the Great,A5066
Konrad of Hirshau,A5076
Lantbert of Deutz,A5062
Saint Leander of Seville,A5060
Pope Leo I,A5067
Leo of Vercelli,A5077
Liberatus of Carthage,A5083
Lucius Ampelius,A5058
Rabanus Maurus,A5071
"Manfred, Provost of Magdeburg",A5088
Mapinius of Reims,A5069
Pope Marcellinus,A5059
Marcellus Empiricus,A5085
Marcel of Carthage,A5065
Lucan,A5075
Heiric of Auxerre,A5097
Herbert of Losinga,A5111
Herbord of Michelsburg,A5093
Saint Jerome,A5096
Saint Hildegard of Bingen,A5094
Lambert of Ardres,A5091
Lambert of Hersfeld,A5082
Lawrence of Durham,A5080
Leo of Ostia,A5086
Lucian,A5078
Airard of Vézelay,A5101
Magnus of Reichersburg,A5081
Marbod of Rennes,A5079
Henry of Huntingdon,A5117
Helperic of Auxerre,A5108
Herbert of Bosham,A5106
Hermann of Reichenau,A5104
Herman of Tournai,A5110
Herrad of Landsberg,A5115
Pope Hilary,A5107
"Hildebert, Archbishop of Tours",A5112
Lactantius,A5102
Anastasius the Librarian,A5103
Marius Mercator,A5100
Martin of Tours,A5099
Maximus,A5113
Saint Maximus,A5098
Heimo of Michelsberg,A5128
Helmold,A5126
Henry of Settimello,A5136
Hilary of Arles,A5137
Saint Hilary of Poitiers,A5124
Hincmar of Reims,A5135
Honorius of Autun,A5144
Johannes de Sancto Vincentio,A5152
Marcus Minucius Felix,A5123
"Cicero, Tully",A5129
Martial,A5133
Saint Marius,A5122
Gaius Marius Victorinus,A5127
Markward of Fulda,A5132
Saint Martin of Braga,A5121
Pope Martin V,A5125
Matthew of Vendôme,A5131
Saint Maximus,A5120
Saint Hegesippus,A5139
Heriger of Lobbes,A5140
Pope Honorius I,A5147
Hugh Primas of Orléans,A5171
Hugh of Amiens,A5146
Hugh of Fouilloy,A5153
Humbert of Silva Candida or Humbert of Moyenmoutier,A5145
Giacomo Gaetani Stefaneschi,A5150
Idatius,A5166
Saint John Cassian,A5174
Saint John of Damascus,A5156
Pope John III,A5151
Saint Justus of Urgell,A5154
John of St. Arnulf,A5149
Hucbald of St. Amand,A5165
Hugo of Flavigny,A5164
Huguccio,A5169
Pope Innocent I,A5197
Pope John IV,A5162
John of Biclaro,A5172
Pope John II,A5177
Julius Obsequens,A5175
Julius Paris,A5181
Justinian I,A5173
Justin,A5179
Saint Ivo of Chartres,A5161
Pope John XI,A5170
John the Deacon,A5160
John Moschus,A5168
John of Hauville,A5176
"Marcus, monk of Monte Cassino",A5163
Gerhard of Seeon,A5217
Gerhoh of Reichersberg,A5193
Gildas,A5206
Gerald of Wales,A5191
Godescalc,A5188
Magister Wilhelm,A5192
Pope Hormisdas,A5196
Iacobus Diaconus; Eustochius interpres,A5198
Pope John XIX,A5186
Saint Isidore of Seville,A5183
Junilius,A5187
John of Salisbury,A5185
Saint John Chrysostom,A5178
Pope John I,A5184
Emperor Augustus,A5195
Geoffrey of Vinsauf,A5190
Fulgentius Ferrandus,A5210
Galbert of Bruges,A5205
Geoffrey of Monmouth,A5214
Pope Gelasius I,A5211
Pope Sylvester II,A5208
Gilo of Paris,A5215
Goscelin,A5203
Godfrey of St. Victor,A5212
Pope Gregory X,A5218
Guido of Arezzo,A5225
Guy of Bazoches,A5207
Guido of Pisa,A5216
Hadoard,A5213
Hrotsvitha of Gandersheim,A5200
Julius Valerius,A5201
John of Wurzburg,A5202
Gennadius of Marseille,A5220
Gerard Vossius,A5226
Germain of Paris,A5235
Godfrey of Viterbo,A5227
Gilbert of Tournai,A5236
Guitmund,A5234
John Scotus Eriugena,A5230
John Canaparius,A5231
Jonas of Orléans,A5222
Pope Felix I,A5249
Corippus,A5247
Fulcoius of Beauvais,A5228
Saint Fulgentius of Ruspe,A5219
Catullus,A5237
Juvencus,A5223
Saint Gaudentius of Brescia,A5232
Clarembald of Arras,A5254
Pope Celestine I,A5251
Pope Gregory VII,A5258
Evagrius Ponticus,A5274
Evodius Upsalensis,A5252
Faustus of Riez,A5243
Josephus,A5256
Saint Florent,A5269
Florence of Worcester,A5245
Gregory of Tours,A5257
Gerard of Csanád,A5238
Gilbert of Poitiers,A5241
Goldastus,A5239
Gumpold of Mantua,A5242
Gottschalk of Limburg,A5259
Christian of Stavelot,A5270
Chromatius Aquileiensis,A5246
Clement Scotus,A5267
Cogitosus,A5263
Commodianus,A5248
First Council of Constantinople,A5271
Coronatus Notarius,A5276
Cosmas of Prague,A5285
Dicuil,A5286
Evagrius of Antioch,A5264
Saint Faustinus,A5265
Flodoard of Reims,A5280
Frutolf of Michelsberg,A5250
Fulcher of Chartres,A5293
Claudius of Turin,A5278
Chlothar I,A5275
Saint Columban,A5273
Second Council of Seville,A5277
Constantius I,A5279
Pope Cornelius,A5268
Saint Cyril of Jerusalem,A5316
Decimus Magnus Ausonius,A5314
Pope Victor III,A5289
Dionysius the Humble,A5317
Dynamius Patricius,A5290
Ebo of Michelsburg,A5312
Egbert of Liège,A5287
Ekkehard of Aura,A5306
Magnus Felix Ennodius,A5313
Ermenrich of Ellwangen,A5309
Eutropius,A5295
Pope Felix IV,A5282
Cosmas Japygus,A5310
Cyril of Alexandria,A5307
Juvenal,A5304
Dhuodha,A5301
Dictys of Crete,A5311
Saint Dionysius of Alexandria,A5308
Florus of Lyon,A5335
Dudo of St. Quentin,A5305
Ebarcius of St. Amand,A5333
Eberhard of Béthune,A5302
Ekkehard IV of St. Gall,A5299
Philippikos,A5336
Saint Ephrem the Syrian,A5288
Erchanbert,A5300
Ermold the Black,A5284
Fastidius of Britain,A5296
Pope Felix III,A5292
Azecho,A5352
Saint Basil of Caesarea,A5350
Bebo of Bamberg,A5357
Pope Benedict I,A5354
Saint Cyprian of Carthage,A5298
Pope Damasus,A5325
Deusdedit,A5323
"Diego Gelmírez, Archbishop of Compestella",A5320
Didymus the Blind,A5329
Saint Dunod,A5337
Donizo of Canossa,A5326
Einhard,A5321
Ekkehard I,A5330
Elpis,A5318
Eraclius,A5331
Eugenius Vulgarius,A5338
Eutherius of Tyana,A5339
Arnulf of Lisieux,A5355
Atto of Vercelli,A5351
Saint Ambrose,A5347
Aurelius of Carthage,A5353
Aubert of Cambrai,A5366
Ebbo,A5371
Venerable Bede,A5363
Saint Benedict of Milan,A5348
Cerealis,A5375
Saint Cyprian of Antioch,A5328
Dagobertus I Francorum,A5344
Pope Deusdedit,A5332
Pope Dionysius,A5345
Eadmer of Canterbury,A5324
Saint Epiphanius of Salamis,A5322
Saint Eusebius of Cremona,A5340
Saint Eustathius of Antioch,A5372
Abbo of Saint-Germain,A5397
Arnulf of Milan,A5361
Arnulf of Orléans,A5367
Saint Augustine of Canterbury,A5364
Saint Aunarius of Auxerre,A5362
Auspicius of Toul,A5358
Berengar of Tours,A5394
Berno of Reichenau,A5380
Bernard of Chartres,A5392
Bernard of Clairvaux,A5377
Censorinus,A5390
Saint Eugene II of Toledo,A5369
Eumenius,A5368
Eusebius of Caesarea,A5343
Pope Eutychian,A5342
Benedict of Nursia,A5360
Saint Bertharius,A5396
Boniface II,A5398
Pope Boniface IV,A5400
Pope Boniface V,A5386
Saint Boniface ,A5391
Bonitho,A5376
Saint Braulio,A5411
Bruno of Segni,A5389
Bruno of Querfurt,A5374
Bulgar,A5410
Byrhtferth,A5387
Caelius Aurelianus,A5373
Caesarius of Arles,A5405
Pope Caius,A5409
Hugh of Saint-Cher,A5378
Saint Siviard,A5408
Saint Eucherius,A5383
Eulogius of Alexandria,A5382
Eusebius of Vercelli,A5384
Adalbert of Samaria,A5425
Adam of Saint-Victor,A5416
Adam of Bremen,A5420
Adémar of Chabannes,A5415
Aelfric of Eynsham,A5423
Aethelwulf,A5414
Aymeric Picaud,A5435
Alulf of Tournai,A5433
Blossius Aemilius Dracontius,A5395
Pope Boniface I,A5381
Bovo II of Corvey,A5407
Conrad of Brauweiler,A5402
Burchard of Worms,A5401
Candidus of Fulda,A5404
Cassius Felix,A5412
Castor of Apt,A5403
Adalberon of Laon,A5418
Adalbert of Fleury,A5422
Adalbold of Utrecht,A5429
Saint Adamnán of Hy,A5424
Adam of Balsham,A5428
Adelmann of Liège,A5431
Aelius Donatus,A5426
Aethelwold,A5430
Albert of Paris,A5446
Alexander of Villedieu,A5434
Alpert of Metz,A5445
Alfanus of Salerno,A5449
Amalarius,A5437
Ambrosiaster,A5448
Amoenus,A5436
Bertram of Le Mans,A5399
Saint Bruno of Würzburg,A5406
King Childebert II,A5427
Stephen of Ripon,A5419
Agius of Corvey,A5443
Ailerán,A5447
Aimoin of Fleury,A5439
"Alain, Archbishop of Auxerre",A5442
Alcuin,A5450
Alexander Neckam,A5438
Alger of Liège,A5441
Amarcius,A5440
Amatus of Montecassino,A5444
Ammianus Marcellinus,A5452
Andrew the Chaplain,A5454
Andrew of Fleury,A5457
Anselm of Lucca,A5453
Anselm of Besate,A5456
Anselm of Liège,A5468
Arnaldus de Villa Nova,A5476
Durandus of Troarn,A5489
Amphilochius of Iconium,A5458
Pope Anastasius I,A5462
Angelram of St. Riquier,A5465
Boethius,A5469
Saint Anselm of Canterbury,A5460
Anselm of Laon,A5464
Antonino of Piacenza,A5472
Apuleius,A5463
"Thomas Bradwardine, Archbishop of Canterbury",A5475
Arnobius of Sicca,A5479
Arnobius the Younger,A5481
Saint Augustine of Hippo,A5497
Berterus of Orléans,A5487
Hugh of Cluny,A5492
Wolfhelm of Brauweiler,A5483
Aurelianus of Arles,A5501
Benzo of Alba,A5486
Bernard of Utrecht,A5491
Bernard of Cluny,A5494
Bernard of Angers,A5485
Bernard of Meung,A5490
Bernold of Constance,A5493
Saint Bernward,A5484
Berthold of Reichnau,A5488
Ethelbert,A5505
Cassiodorus,A5508
Fulbert of Chartres,A5510
Albertus Magnus,A5478
Michael Scot,A5480
"Asser, Bishop of Sherborne",A5500
Athanasius of Alexandria,A5507
Augustinus Picolomineus,A5504
Avitus of Vienne,A5499
Balderic of Florennes,A5498
Baldric of Dol,A5506
Saint Eulogius,A5502
Facundus of Hermiane,A5511
Antipope Felix II,A5509
Freculf of Lisieux,A5512
Protadius of Besançon,A5532
Saint Ildefons of Toledo,A5513
Verecundus of Junca,A5515
Notker the Stammerer,A5516
Saint Odo,A5521
Orderic Vitalis,A5529
Osbern of Gloucester,A5517
Otto Morena,A5514
Jordanes,A5527
Julius Firmicus Maternus,A5524
"Nicetius, Bishop of Trier",A5520
Nigel of Longchamps,A5528
Notker of Liège,A5525
"Ottato, Bishop of Mileve",A5518
Hosius of Córdoba,A5526
Ovid,A5522
Saint Papias,A5530
Radulfus Ardens,A5531
Ulrich of Bamberg,A5541
William of Hirsau,A5539
William of Conches,A5542
Saint Patrick,A5533
Pliny the Elder,A5537
Possidius,A5535
Marcus Hieronymus Vida,A5557
Vitalis of Blois,A5540
Walrams of Naumberg,A5538
Quintilian,A5545
Avienus,A5550
Sallust,A5543
Sulpicia,A5544
Adso of Montier-en-Der,A5551
John Mirandola,A5548
Carl Friedrich Gauss,A5556
Johann Philipp Lorenz Withof,A5546
Poggio Bracciolini,A5554
Giovanni Cotta,A5549
Francis Patrice,A5555
Augustine of Ireland,A5568
Maximus Victorinus,A5577
Guigo of Grande Chartreuse,A5575
Saint Andrew of Crete,A5571
Ceasarius of Heisterbach,A5576
William of Peraldus,A5572
